class,averate,standard_deviation,skew,kurtosis,entropy
CRE,0.7179885632858134,0.8880430751149955,2.8854980995394404,21.625618220360522,11.269257743317546
CRE,0.9762288069326513,1.2830480713441765,4.011379868399346,33.24406613244075,10.9059712710092
CRE,0.7437355808534099,0.939194422636989,3.0583372285996697,21.81592990690358,12.013293906551336
CRE,0.8139021636717059,1.048028321529845,3.2878838893282687,22.101599825282303,10.953800455774394
CRE,0.6430183003258962,0.811566543222366,2.8052041414295767,22.70761636412576,11.179350296910167
HAT,1.8657729423850986,1.8201179423060456,2.1709133374681526,9.356837290418508,11.243080294061546
HAT,1.1939717099038698,1.2190932907069538,2.2127616846401685,12.028213129427842,11.535750914673272
HAT,1.2012434922656279,1.2178125289585933,2.0355757184349508,8.731285232622172,11.290386366596865
HAT,1.3571881977459062,1.3539301279263465,2.0316605055417973,8.808593475177016,11.836778892933339
HAT,1.0674913135204906,1.1163601281492295,2.1378153686534747,10.853418389588315,11.90612673915646
MAR,0.8799252840510929,1.0646966352200762,2.681644849949127,14.391521276806799,12.25707530927239
MAR,0.8968650846622239,1.1069615956746077,2.925655340069386,17.088534295117586,11.903692460011108
MAR,0.5653748591408869,0.7427152801723611,2.3303212352783538,13.776737883283559,11.427126724222983
MAR,0.6350145907501865,0.7695246493227454,2.1481157920008234,12.399607704538626,12.074738233052889
MAR,0.6261432763465038,0.775195768371023,2.164573082376803,10.940559164185588,11.677672755462954
ORA,0.5465589989815219,0.8222161452645302,4.714060631589894,56.32699061245538,10.206731057906572
ORA,0.8285522033479353,0.9801971833502278,2.880461445909014,25.936274255489632,10.519988918247755
ORA,0.8469562012408625,1.1089756233457708,4.708096091192242,58.05457824978993,10.603613371704311
ORA,0.9924652391186142,1.106438098721301,2.6018101395026445,18.18888313768995,9.963400668517911
ORA,0.8497141533698209,0.9621419193416916,2.2236481959150605,12.763859412796238,10.668012021744094
